Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-4.300613521847513,3.568683006808941e-05,True,117,18.793911656644916
Ideology/Politics,1,-inf,0.0,True,3,4.849115870122724
Institutions,-1,-3.391405933535331,0.003252827646283737,True,19,24.25770375647829
Occupation/Social Status,-1,-4.010414563176712,0.000237355859863243,True,44,23.265018106750045
Occupation/Social Status,0,-1.6412052441554816,0.1075755620205403,False,47,19.80009069131795
Other,-1,-1.5923045574848764,0.14578019548587753,False,10,14.711839430861067
Personality/Behavior,-1,-2.2700197877822546,0.07243701659614714,False,6,13.18590183564132
Personality/Behavior,0,-2.391202795770586,0.03139322579238331,True,15,20.649099201981855
Personality/Behavior,1,-1.1532564319113847,0.2732491102746939,False,12,35.07137157454318
Residential Area,-1,-1.824873185055388,0.07736826184964295,False,33,33.288913576152275
