Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-1.3116211890076308,0.21636344750340497,False,12,139.0223496953748
Culture/Tradition,1,-1.0136146352612787,0.49569569381515854,False,2,280.5501823597561
Ethnic/Racial Prejudice,1,-1.4743686097250843,0.16418371257174602,False,14,102.07634679983335
Ideology/Politics,-1,-1.30787753983171,0.1974134433036806,False,47,25.823515577831785
Other,-1,-1.0429769520619447,0.486609764443253,False,2,33.94638161420912
Other,1,-2.989605751556273,0.05814893172265451,False,4,157.828524200833
Personality/Behavior,-1,-2.033841452488767,0.06290101507100047,False,14,95.90807972183669
Personality/Behavior,1,-0.7476297004182544,0.45640371322799234,False,103,95.61812962335786
Residential area,-1,-2.7378790019733774,0.011009409483808501,True,27,129.75266304573304
Values,1,2.3458572655367353,0.02629475961806163,True,29,-12.080778190419261
