Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-2.0463062562592675,0.07103695328283936,False,10,135.01237371494935
Culture/Tradition,1,-1.0335434388732982,0.48949986532239026,False,2,315.4578897036119
Ethnic/Racial Prejudice,1,-3.576028105480372,0.004348840753572569,True,12,86.98652842346468
Ideology/Politics,-1,-1.7597866119773513,0.08509297222875617,False,47,23.809783746120157
Other,-1,-1.0780105620105889,0.4761118849105394,False,2,53.443654261684536
Other,1,-3.0470200149389366,0.05555846817297154,False,4,153.15730557776556
Personality/Behavior,-1,-3.6977632960135822,0.00238787207137999,True,15,99.69039510589647
Personality/Behavior,1,-5.8973745232161106,4.7324571052069955e-08,True,104,149.21671726934002
Residential area,-1,-3.208207386345634,0.003641947570674459,True,26,138.80858705117745
Values,1,-1.4736241344773109,0.15173730995378604,False,29,15.640200852263947
