Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-2.002250798965093,0.07053140483982911,False,12,106.1427324296408
Culture/Tradition,1,-1.0837246901667241,0.474434176809446,False,2,128.66861002245716
Ethnic/Racial Prejudice,1,-3.344565647077619,0.005275547816768453,True,14,181.02231909077807
Ideology/Politics,-1,-1.1688389791404388,0.2484901549472287,False,47,43.62003937449286
Other,-1,-1.0045737244913222,0.49854746255711907,False,2,35.598317106887734
Other,1,-3.0120964662868204,0.05711647029331257,False,4,23.664902678555507
Personality/Behavior,-1,-0.5289659154717967,0.6051149727484078,False,15,104.00645829991637
Personality/Behavior,1,-3.141090792519175,0.0022084695088703684,True,102,107.06548288048074
Residential area,-1,-1.896986508981727,0.06943994817231526,False,26,78.9842043448832
Values,1,0.39340325385490665,0.6970013215067856,False,29,20.781668303886534
