Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-1.4959753441932553,0.1627885452158281,False,12,139.5346361112076
Culture/Tradition,1,-1.0946519711920217,0.47125233493971413,False,2,53.803613208134024
Ethnic/Racial Prejudice,1,-1.7051957300024134,0.11388506197643312,False,13,120.58829970357327
Ideology/Politics,-1,0.2633524614803062,0.7934810877635322,False,46,34.881534615795694
Other,-1,-0.995285674293111,0.5015041592350786,False,2,27.9043560635468
Other,1,-3.147245158029204,0.051374681473929026,False,4,119.75831106762416
Personality/Behavior,-1,0.1276645793194101,0.9002300589640386,False,15,71.98732888279396
Personality/Behavior,1,-3.4868052127199585,0.0007250927535691101,True,102,83.93414283581727
Residential area,-1,0.7832364687542445,0.4411493076988513,False,25,12.916624383271708
Values,1,0.10631042742838953,0.9160940793335505,False,29,7.916061284823018
