Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1.310450248326543,0.24700851480597108,False,6,0.23244888867969787
Academic Field,-1.051675704552884,0.30490025391123904,False,22,2.9045130425064736
Age,1.0777071195650434,0.2859553699833889,False,55,2.3684420410422637
Appearance/Impression,-0.6198481443021469,0.537141561259829,False,80,3.4184353043504854
Emotion/Affection,1.4226048185455937,0.16771919397148943,False,25,-2.2798115705125137
Family,-3.600524086388151,0.001786166264916389,True,21,5.438574091242348
Interests/Hobby,-2.658437991098115,0.01008821902663849,True,60,11.116253233826647
Marital Status,0.23095024806780093,0.8186258034464247,False,38,2.7487376885398085
Occupation/Social Status,0.1531577108372158,0.8791291809239024,False,37,-3.389251645784207
Other,-0.348419227903173,0.7335616523140096,False,13,1.851777729025371
Personality/Behavior,-1.9204289314388077,0.05649756661051499,False,169,4.427627749321025
Physique,-0.9921633171211796,0.3270820695697826,False,41,1.2076595177163112
Safety and Protection,-1.9541996085290656,0.07095146516636276,False,15,9.30976576180254
Sexuality,-1.1260351403841442,0.2805091087026939,False,14,51.312107963921136
台女,-2.858506116917398,0.004685246974954726,True,211,9.464576682121379
