Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.496311657542649,0.05473654201899482,False,6,0.6639507618869742
Academic Field,-1.1132280001191448,0.27819127947646854,False,22,3.293586756541462
Age,1.0567364982374465,0.2953365927912243,False,55,2.5053677589341437
Appearance/Impression,-0.7048526969185087,0.48297482914570866,False,80,4.67077976730247
Emotion/Affection,1.3445750795665332,0.1913335354605649,False,25,-2.017309937166567
Family,-5.603939362532463,1.7437585583270072e-05,True,21,5.336000748026275
Interests/Hobby,-2.75198777539968,0.007856897925880287,True,60,10.60183079247989
Marital Status,0.25765810795683064,0.7980984567904166,False,38,2.722996072450703
Occupation/Social Status,0.3239990841867321,0.7478136827287318,False,37,-3.0959336851004178
Other,-0.7434600238103962,0.4715093041304109,False,13,2.7622803188263396
Personality/Behavior,-1.6644077273205178,0.09789498242851599,False,169,4.987052274746228
Physique,-0.7803200779439761,0.43979589180426537,False,41,1.1427923057021065
Safety and Protection,-2.2082747546700463,0.04440582408091295,True,15,10.971508407351767
Sexuality,-1.1649897482427767,0.2649556580906578,False,14,47.19940662160172
台女,-2.904490366358591,0.004072014975914197,True,211,7.07669191687466
