Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-0.6788709114454555
Ability,1,-3.706195916983328,0.020722815743865444,True,5,0.26717697873773144
Academic Field,-1,-1.059751033149024,0.3012953846131602,False,22,2.5175438456880883
Age,-1,-0.8046679690280271,0.42453997094176144,False,55,4.0716483190907695
Appearance/Impression,-1,,,False,1,2.397843712715152
Appearance/Impression,0,-1.0493448612163787,0.2985270653196389,False,57,3.194465233634706
Appearance/Impression,1,1.3658333517185617,0.18644225538972595,False,22,5.515711888491995
Emotion/Affection,-1,-2.11905259614914,0.08761070370858456,False,6,5.437688823671075
Emotion/Affection,0,,,False,1,11.794764130075338
Emotion/Affection,1,1.5222007609873578,0.1463424444159306,False,18,-4.591286125007456
Family,-1,-4.096195660766048,0.0005618002912273812,True,21,5.628933717457542
Interests/Hobby,-1,-3.0982825184006537,0.00297964487118518,True,60,9.933300100344114
Marital Status,-1,0.32918390993754715,0.7438728741082894,False,38,2.149290182441511
Occupation/Social Status,-1,0.4317935018772833,0.6684666749936061,False,37,-2.8101754046866
Other,-1,-0.9874409818095735,0.3429188802002734,False,13,4.597443076290711
Personality/Behavior,0,-1.7494370656564238,0.08532882446962918,False,61,6.091430602451219
Personality/Behavior,1,-1.7588604216905441,0.08145999431490215,False,108,4.9588722151581655
Physique,-1,-1.4524506330890128,0.15932598648799406,False,25,1.569509295871484
Physique,0,0.12077427278999261,0.9085731188956159,False,6,-0.04959760922897775
Physique,1,0.47787203812219115,0.6441342338605285,False,10,-1.862878946822559
Safety and Protection,-1,-74.19074886297332,0.008580331553742849,True,2,9.459138428806709
Safety and Protection,1,-2.598002997291656,0.023311556422925026,True,13,10.077065063896523
Sexuality,-1,-1.1823963945891578,0.25822399320960443,False,14,52.83520129668398
台女,1,-2.6601780511849933,0.008412801707556782,True,211,9.647251082733435
