Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-3.9925300384223954
Ability,1,-2.9433374612071903,0.042248492677214526,True,5,2.1110375392759866
Academic Field,-1,-0.9842767448116793,0.3361846422209003,False,22,2.2826583142785437
Age,-1,0.10176280301597156,0.9193218843642637,False,55,3.7563180235904694
Appearance/Impression,-1,,,False,1,2.9354447915588158
Appearance/Impression,0,-0.9080217476305505,0.36775786432305146,False,57,0.9580337596207432
Appearance/Impression,1,1.2577704374206644,0.22228184182471478,False,22,6.125484695347618
Emotion/Affection,-1,-1.5278192097597203,0.18709426199088053,False,6,5.147781319532008
Emotion/Affection,0,,,False,1,19.81396228941119
Emotion/Affection,1,1.5311639586436891,0.14412515665832082,False,18,-7.878218894727647
Family,-1,-5.189622979669895,4.4515755672080394e-05,True,21,5.521274473250045
Interests/Hobby,-1,-2.803757787082403,0.00682652388773996,True,60,10.749767720099985
Marital Status,-1,-0.7049132994704298,0.48527820864780136,False,38,4.032153046349891
Occupation/Social Status,-1,0.19200064411438866,0.8488206366139248,False,37,-2.9774032191634903
Other,-1,-1.700341981979212,0.11481415134834691,False,13,10.923896773182204
Personality/Behavior,0,-1.7677930453404553,0.08217988001426342,False,61,5.679372351678377
Personality/Behavior,1,-0.9954202073730961,0.32177771125973387,False,108,3.311425760464522
Physique,-1,-1.2952045712312854,0.20757067119712497,False,25,1.5058131768015746
Physique,0,0.022809059627859646,0.982684858367489,False,6,1.1052011278436433
Physique,1,0.10513333768863263,0.9185758259379355,False,10,0.5286436894257592
Safety and Protection,-1,-57.20912909448412,0.0111268071466576,True,2,10.592244406618418
Safety and Protection,1,-2.5670139270115504,0.02468086791366418,True,13,13.531077524907436
Sexuality,-1,-1.1854869132028283,0.257042771931673,False,14,37.953459465899186
台女,1,-2.901739256000037,0.00410653134649246,True,211,8.578665153592063
