Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1.889400438739701,0.11745039733264341,False,6,1.7725641416859041
Academic Field,-1.111249981013527,0.2790222013531297,False,22,2.833817571037333
Age,1.1198248350010094,0.2677445478047843,False,55,2.325015621426297
Appearance/Impression,-0.572208376314497,0.5688056019840001,False,80,3.8948711941334926
Emotion/Affection,1.2883322371822739,0.2099128590458723,False,25,-1.3787597175089923
Family,-3.2327582350055204,0.004172016457209856,True,21,6.478618005203385
Interests/Hobby,-2.8930458249931323,0.005337111944620804,True,60,10.29314802451567
Marital Status,-0.030163427648532127,0.9760988357353357,False,38,3.0191533056285063
Occupation/Social Status,0.1720028427380556,0.8643985854765195,False,37,-2.5789899418480267
Other,-0.4984964305867287,0.62714547533629,False,13,3.029027639165562
Personality/Behavior,-1.944013966647547,0.053564333398217034,False,169,4.8841236535904535
Physique,-1.1010039742351185,0.2774764510316876,False,41,1.328599250802189
Safety and Protection,-2.6208747863208797,0.020141590513859792,True,15,9.093880804885886
Sexuality,-1.1883028422976067,0.2559701566360758,False,14,50.343801243845476
台女,0.5169969059339202,0.6057023909814403,False,211,6.3942040029943445
