Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-4.681971931978143
Ability,1,2.075037522327054,0.10662013480862688,False,5,-1.4880425047950594
Academic Field,-1,-1.073461552558449,0.29524487005860156,False,22,3.2315255987100056
Age,-1,1.0979837244024067,0.27708338775319613,False,55,2.057419010814278
Appearance/Impression,-1,,,False,1,-3.738447715659543
Appearance/Impression,0,-1.0357606371119013,0.30476588934954063,False,57,2.3406178425584923
Appearance/Impression,1,1.256421363618022,0.22276068700501336,False,22,5.012731177436634
Emotion/Affection,-1,-1.1976060146272973,0.28474281989684463,False,6,4.676938227224366
Emotion/Affection,0,,,False,1,18.15788120971439
Emotion/Affection,1,2.0001223498679668,0.06172424563051792,False,18,-7.851298939752223
Family,-1,-2.3483753723789613,0.029249981417599828,True,21,3.785605782009659
Interests/Hobby,-1,-1.6368035301205475,0.10699518165185556,False,60,5.518696478351562
Marital Status,-1,0.5262994217019287,0.6018210379932118,False,38,1.6432856064771684
Occupation/Social Status,-1,1.1557313048624116,0.2554040626767449,False,37,-5.356437645708959
Other,-1,0.518624096201419,0.6134525754043196,False,13,1.157391892153727
Personality/Behavior,0,-1.5443139846608964,0.12777069424261642,False,61,3.019144132683561
Personality/Behavior,1,-0.448086242437851,0.6549969332309815,False,108,1.032800196948471
Physique,-1,-0.5503944045637392,0.5871357249090807,False,25,-1.089469239107474
Physique,0,0.4479840482036562,0.6729085311942823,False,6,-1.311469916578833
Physique,1,0.5414920166384167,0.6013137036506422,False,10,-2.591577536601063
Safety and Protection,-1,-0.7682726554158729,0.582954582576737,False,2,4.399204426302809
Safety and Protection,1,-2.7553079098855453,0.017430035702415993,True,13,10.76173760982681
Sexuality,-1,-1.1188142523470272,0.2834670456541859,False,14,41.24229123718067
台女,1,-2.068681333427907,0.03980060921147344,True,211,9.012447014231984
