Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-3.266302561968843
Ability,1,-1.2981174980661536,0.2640372394902366,False,5,0.3456640756695783
Academic Field,-1,-1.0388048460722081,0.3107091387085996,False,22,2.378773919846865
Age,-1,0.8276456176699427,0.4115139887773206,False,55,3.050960911216028
Appearance/Impression,-1,,,False,1,5.060179311705115
Appearance/Impression,0,-1.0717814045841023,0.28841557743466767,False,57,3.4039750106602895
Appearance/Impression,1,1.0493207507274154,0.3059572780691484,False,22,7.087723612344132
Emotion/Affection,-1,-1.8247654588807716,0.12762423079309354,False,6,6.084646016461236
Emotion/Affection,0,,,False,1,21.169785501619206
Emotion/Affection,1,1.6339736667195355,0.1206456029906128,False,18,-7.066446873050395
Family,-1,-4.880924526330772,9.041743907556907e-05,True,21,5.288713077862987
Interests/Hobby,-1,-2.9350084706798754,0.0047465943243920295,True,60,9.523847848204621
Marital Status,-1,0.5329516277339142,0.5972538348653735,False,38,1.9697660232350898
Occupation/Social Status,-1,0.2596009448087662,0.7966504967641492,False,37,-3.469026577192738
Other,-1,-0.7869390793222045,0.44658142785184207,False,13,3.906028344625731
Personality/Behavior,0,-1.581042602003433,0.11912602447713647,False,61,5.515089744609147
Personality/Behavior,1,-1.2803892265620904,0.20317696752125694,False,108,4.2568462396523765
Physique,-1,-1.4341665528097052,0.16442680029190296,False,25,1.903925301914221
Physique,0,-0.05849857118013753,0.9556174740483487,False,6,1.239994636268614
Physique,1,0.7370939626171742,0.4798387025240963,False,10,-2.459202465788556
Safety and Protection,-1,-5.546489580413595,0.11355890308293173,False,2,8.135495225855795
Safety and Protection,1,-1.9124810812335018,0.07997674011310005,False,13,9.269776729133376
Sexuality,-1,-1.1474771165630715,0.27186397607012475,False,14,48.92284863908646
台女,1,-3.507130899065907,0.0005538744710397279,True,211,12.325554353799038
