Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-3.3472432616612875
Ability,1,1.8291228882820956,0.14137142441763398,False,5,-0.5134728299696243
Academic Field,-1,-1.094121767677463,0.2862931535792162,False,22,2.836181849087984
Age,-1,1.1249140527180213,0.2656008088746986,False,55,1.611393091393833
Appearance/Impression,-1,,,False,1,-0.945764181162784
Appearance/Impression,0,-1.0456366226772214,0.30022139416263277,False,57,3.3671329000940178
Appearance/Impression,1,1.097779563960884,0.2847289886259022,False,22,7.459107977230802
Emotion/Affection,-1,-2.176033422831973,0.08151991662516558,False,6,7.66858184142545
Emotion/Affection,0,,,False,1,18.442638548969043
Emotion/Affection,1,1.8172292577666402,0.08685255948514474,False,18,-6.392186479079603
Family,-1,-6.1030957138412365,5.7805937345687484e-06,True,21,5.29760739451739
Interests/Hobby,-1,-1.913564982094054,0.06053129684914811,False,60,5.755571664151029
Marital Status,-1,0.5105098588501402,0.6127267832091141,False,38,2.3956712393229695
Occupation/Social Status,-1,0.1526612943671572,0.8795178268907788,False,37,-3.396183572213708
Other,-1,-0.3772429550718929,0.712580030079941,False,13,1.7420980791244354
Personality/Behavior,0,-1.279569348479897,0.20562257336970005,False,61,4.056890205312672
Personality/Behavior,1,-1.0059016661559357,0.3167322461853362,False,108,3.2522852216524094
Physique,-1,-0.6779209266441668,0.5043057871574466,False,25,0.08611026333816674
Physique,0,0.5083161206551248,0.6328578546260953,False,6,-1.80511813387709
Physique,1,0.2653398569326586,0.7967252434078078,False,10,-2.8790079567729436
Safety and Protection,-1,-3.701354143661474,0.16798586120277875,False,2,11.32310661261879
Safety and Protection,1,-2.4458985902577126,0.03082357127071405,True,13,10.857868073663589
Sexuality,-1,-1.2764870121818772,0.22411590664806563,False,14,43.53592026623817
台女,1,0.10312103645851682,0.917965317437797,False,211,7.229293217220375
