Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,-3.250987444232082
Ability,1,-2.7089792888083832,0.05359383906654667,False,5,2.777274458869501
Academic Field,-1,-1.111249981013527,0.2790222013531297,False,22,2.833817571037333
Age,-1,1.1198248350010094,0.2677445478047843,False,55,2.325015621426297
Appearance/Impression,-1,,,False,1,2.6207375139407194
Appearance/Impression,0,-1.0511405517758485,0.297708958248231,False,57,3.5964315160563767
Appearance/Impression,1,1.4975182764152253,0.1491393882253223,False,22,4.726016436432963
Emotion/Affection,-1,-1.9320754004761207,0.11119414124335018,False,6,5.282422268358138
Emotion/Affection,0,,,False,1,16.809313445331224
Emotion/Affection,1,1.5230633209108384,0.1461278370823928,False,18,-4.609602221844714
Family,-1,-3.2327582350055204,0.004172016457209856,True,21,6.478618005203385
Interests/Hobby,-1,-2.8930458249931323,0.005337111944620804,True,60,10.29314802451567
Marital Status,-1,-0.030163427648532127,0.9760988357353357,False,38,3.0191533056285063
Occupation/Social Status,-1,0.1720028427380556,0.8643985854765195,False,37,-2.5789899418480267
Other,-1,-0.4984964305867287,0.62714547533629,False,13,3.029027639165562
Personality/Behavior,0,-1.651212313623101,0.10392032047174904,False,61,6.313385461024032
Personality/Behavior,1,-1.1835540088303302,0.2392124646478666,False,108,4.076855410502969
Physique,-1,-1.4838760111071365,0.150857206397815,False,25,2.2896598163037742
Physique,0,0.1775664815341269,0.8660328797462756,False,6,-0.2703061542472083
Physique,1,0.05807991612857691,0.9549540680000748,False,10,-0.11470891992213697
Safety and Protection,-1,-2.900103043106874,0.21138865163049922,False,2,7.707665937807619
Safety and Protection,1,-2.5589042930778465,0.02505197291366146,True,13,9.307144630590237
Sexuality,-1,-1.1883028422976067,0.2559701566360758,False,14,50.343801243845476
台女,1,0.5169969059339202,0.6057023909814403,False,211,6.3942040029943445
