Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1.4591307725254914,0.20434319837199438,False,6,0.10950233037386699
Academic Field,-1.059751033149024,0.3012953846131602,False,22,2.5175438456880883
Age,-0.8046679690280271,0.42453997094176144,False,55,4.0716483190907695
Appearance/Impression,-0.3169611951982337,0.7521091615291446,False,80,3.822850294708966
Emotion/Affection,1.301414015371733,0.20547178778519637,False,25,-1.5288901271212965
Family,-4.096195660766048,0.0005618002912273812,True,21,5.628933717457542
Interests/Hobby,-3.0982825184006537,0.00297964487118518,True,60,9.933300100344114
Marital Status,0.32918390993754715,0.7438728741082894,False,38,2.149290182441511
Occupation/Social Status,0.4317935018772833,0.6684666749936061,False,37,-2.8101754046866
Other,-0.9874409818095735,0.3429188802002734,False,13,4.597443076290711
Personality/Behavior,-2.48409417187505,0.01396831952306511,True,169,5.367665479210689
Physique,-0.6965913662960544,0.490087070265702,False,41,0.4953989578826254
Safety and Protection,-2.6924933019322985,0.01751214803899095,True,15,9.99467484588455
Sexuality,-1.1823963945891578,0.25822399320960443,False,14,52.83520129668398
台女,-2.6601780511849933,0.008412801707556782,True,211,9.647251082733435
