Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.1356299648316552,0.08579048395734329,False,6,0.8388119760243319
Academic Field,-1.084548835727559,0.29041621838517584,False,22,3.725694233194396
Age,1.1088498951272552,0.2724090673735389,False,55,1.5845864538775025
Appearance/Impression,-0.41628744821512903,0.678328484113063,False,80,3.465679484655846
Emotion/Affection,1.3264774294120367,0.19716643276316367,False,25,-1.5780689513358264
Family,-3.601486805796771,0.0017821763725488482,True,21,5.495525669889881
Interests/Hobby,-2.6243704434018214,0.011035169189599956,True,60,10.491758864320264
Marital Status,0.2667962030160194,0.7911074585490923,False,38,2.8562780022332857
Occupation/Social Status,0.34817570798737263,0.7297360740451189,False,37,-3.64755617065227
Other,0.061773407243469275,0.9517602455597687,False,13,0.12975769514689817
Personality/Behavior,-1.8646582029850187,0.06397367595720502,False,169,3.9441972345084286
Physique,-0.8014812473814605,0.4275887565519869,False,41,0.42774618094768707
Safety and Protection,-2.026146024645191,0.06224312485740686,False,15,8.516452148458361
Sexuality,-1.1652125163055593,0.264868660069167,False,14,49.143449846929
台女,-0.217419327727937,0.8280926681067631,False,211,8.311725353522386
