Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,2.4478782010948357,0.0580878019367678,False,6,-0.9857679019182348
Academic Field,-1.094121767677463,0.2862931535792162,False,22,2.836181849087984
Age,1.1249140527180213,0.2656008088746986,False,55,1.611393091393833
Appearance/Impression,-0.44318382676665086,0.6588440646589182,False,80,4.438514832790923
Emotion/Affection,1.527535249616395,0.13970101384635122,False,25,-2.024209081036444
Family,-6.1030957138412365,5.7805937345687484e-06,True,21,5.29760739451739
Interests/Hobby,-1.913564982094054,0.06053129684914811,False,60,5.755571664151029
Marital Status,0.5105098588501402,0.6127267832091141,False,38,2.3956712393229695
Occupation/Social Status,0.1526612943671572,0.8795178268907788,False,37,-3.396183572213708
Other,-0.3772429550718929,0.712580030079941,False,13,1.7420980791244354
Personality/Behavior,-1.5819115463256639,0.11555055927715263,False,169,3.5427047719676517
Physique,0.020027662487663044,0.9841208771236865,False,41,-0.9138544338423855
Safety and Protection,-2.5346479462013525,0.023815618818157178,True,15,10.919899878857617
Sexuality,-1.2764870121818772,0.22411590664806563,False,14,43.53592026623817
台女,0.10312103645851682,0.917965317437797,False,211,7.229293217220375
