Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,2.3971845490299493
Ability,1,-49.149689154573565,1.025346282457759e-06,True,5,0.3173040044583789
Academic Field,-1,-1.1132280001191448,0.27819127947646854,False,22,3.293586756541462
Age,-1,1.0567364982374465,0.2953365927912243,False,55,2.5053677589341437
Appearance/Impression,-1,,,False,1,6.001705534226117
Appearance/Impression,0,-1.0536978255897973,0.2965465358595904,False,57,3.431521613572526
Appearance/Impression,1,1.0432763580135902,0.30868223024712643,False,22,7.821088358015342
Emotion/Affection,-1,-2.0218081619835337,0.0991413730549268,False,6,8.076499917446775
Emotion/Affection,0,,,False,1,20.4149910463141
Emotion/Affection,1,1.590995314633844,0.13003357983403696,False,18,-6.628152165564385
Family,-1,-5.603939362532463,1.7437585583270072e-05,True,21,5.336000748026275
Interests/Hobby,-1,-2.75198777539968,0.007856897925880287,True,60,10.60183079247989
Marital Status,-1,0.25765810795683064,0.7980984567904166,False,38,2.722996072450703
Occupation/Social Status,-1,0.3239990841867321,0.7478136827287318,False,37,-3.0959336851004178
Other,-1,-0.7434600238103962,0.4715093041304109,False,13,2.7622803188263396
Personality/Behavior,0,-1.1551843111785949,0.2525947537608364,False,61,5.099562705222748
Personality/Behavior,1,-1.2165168196330238,0.22646479612929116,False,108,4.923504716791899
Physique,-1,-1.400183560256207,0.1742538703933138,False,25,2.046089194172473
Physique,0,0.23174967925670123,0.825918443301514,False,6,0.6514679900398498
Physique,1,0.06473840016914165,0.949797442483383,False,10,-0.8206553260764535
Safety and Protection,-1,-2.6688244857460353,0.2282312609643481,False,2,12.839098210801888
Safety and Protection,1,-2.1134539459090336,0.056185471607246226,False,13,10.68418689912867
Sexuality,-1,-1.1649897482427767,0.2649556580906578,False,14,47.19940662160172
台女,1,-2.904490366358591,0.004072014975914197,True,211,7.07669191687466
