Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,1.6082947179960232,0.16868295874462694,False,6,-0.810320772756983
Academic Field,-1.097895052739947,0.2846797039131116,False,22,2.8269276254917335
Age,-1.2341220307643643,0.22250154370778963,False,55,3.9067978851200875
Appearance/Impression,-0.6279271432009688,0.5318626862255711,False,80,3.0664345826871906
Emotion/Affection,1.5085864577501613,0.14445732764972957,False,25,-5.428179254414046
Family,-5.1383751213673685,5.0045070527868396e-05,True,21,4.820781607786332
Interests/Hobby,-2.4205960471403665,0.01859178826350382,True,60,8.86964698631252
Marital Status,0.8300394499151484,0.4118402074243137,False,38,1.4654048894571199
Occupation/Social Status,0.7198060543030763,0.4762919022303169,False,37,-5.537427564306742
Other,-0.16166003487914926,0.8742635388580134,False,13,2.821142847630733
Personality/Behavior,-1.5079508136486368,0.13344532837832004,False,169,3.2665796283069057
Physique,-0.5337750393556261,0.5964512111598331,False,41,0.46326069182588725
Safety and Protection,-1.9754115306180264,0.0682750408495626,False,15,8.681039804241292
Sexuality,-1.1412504612591512,0.2743532304003162,False,14,51.21901366242657
台女,-1.8618595408104652,0.06401995710436148,False,211,8.39646623344874
