Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1.7102214900792532,0.14791483068101013,False,6,1.0937762763262566
Academic Field,-0.9842767448116793,0.3361846422209003,False,22,2.2826583142785437
Age,0.10176280301597156,0.9193218843642637,False,55,3.7563180235904694
Appearance/Impression,-0.06097935370490413,0.9515296586432573,False,80,2.40380040484486
Emotion/Affection,1.392122318783864,0.1766521643601882,False,25,-3.644291595939776
Family,-5.189622979669895,4.4515755672080394e-05,True,21,5.521274473250045
Interests/Hobby,-2.803757787082403,0.00682652388773996,True,60,10.749767720099985
Marital Status,-0.7049132994704298,0.48527820864780136,False,38,4.032153046349891
Occupation/Social Status,0.19200064411438866,0.8488206366139248,False,37,-2.9774032191634903
Other,-1.700341981979212,0.11481415134834691,False,13,10.923896773182204
Personality/Behavior,-1.6921737748401369,0.09246669006763203,False,169,4.166128376228103
Physique,-0.6591750819872857,0.5135605360246898,False,41,1.2088530019843609
Safety and Protection,-2.6983921066846346,0.017311070125925823,True,15,13.139233109135567
Sexuality,-1.1854869132028283,0.257042771931673,False,14,37.953459465899186
台女,-2.901739256000037,0.00410653134649246,True,211,8.578665153592063
