Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.274834089171577,0.024753217181541828,True,117,9.611720133543262
Ideology/Politics,1,-inf,0.0,True,3,19.719002469830556
Institutions,-1,-0.9790902719001424,0.34051232138004095,False,19,8.415205533155614
Occupation/Social Status,-1,-0.2879115935502554,0.7747975807209107,False,44,10.301876190671445
Occupation/Social Status,0,-1.9415722656619574,0.05832856774031269,False,47,8.345018803767392
Other,-1,-1.5443433122018915,0.15690279109001937,False,10,16.702679545374018
Personality/Behavior,-1,-2.435418161816927,0.05898558442723238,False,6,14.462716840448717
Personality/Behavior,0,-2.068571474701446,0.05757856422749078,False,15,14.3188188181438
Personality/Behavior,1,-1.2197183187070324,0.24807820996047147,False,12,25.549086903015848
Residential Area,-1,-1.2745859350312876,0.21163388873327182,False,33,9.388754480068316
