Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.831017216316623,0.00548619875745069,True,115,102.94105670325928
Ideology/Politics,1,-inf,0.0,True,3,52.100355979841204
Institutions,-1,-2.5194405554684915,0.022051731120579822,True,18,158.91508825359634
Occupation/Social Status,-1,-1.9222950148245619,0.061535760245272055,False,42,112.42892433632126
Occupation/Social Status,0,-2.2197669938713536,0.03163481325299764,True,45,422.5821410124948
Other,-1,-1.441776663947132,0.1832420849069623,False,10,90.8770379777795
Personality/Behavior,-1,-1.0886203643066767,0.3259876326554118,False,6,155.08556947232276
Personality/Behavior,0,-4.00572739878857,0.0013013526669594891,True,15,98.98115598008215
Personality/Behavior,1,-1.3190339266376416,0.21395669940805837,False,12,285.3210789987427
Residential Area,-1,-2.3446611688364403,0.025626429896757986,True,32,201.27788125871558
