Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-2.6723053782496518,0.013068162257136369,True,26,53.56573656241168
Athletic Ability,-1,-2.932473038043679,0.02194692788701591,True,8,46.007436792454136
Culture/Tradition,-1,-8.419154467016192,5.159180947386657e-13,True,92,57.59987760106139
Drinking,-1,-2.8913133413080763,0.0068412759289547855,True,33,47.7256970098998
Drinking,1,-3.0606247153158246,0.00988755920659131,True,13,90.80891095647601
Ideology/Politics,-1,-2.467491786745781,0.020803581229583788,True,26,111.79938153259444
Institutions,-1,-4.913956219554569,3.979313139809596e-06,True,91,129.29465070761398
Personality/Behavior,-1,-12.500595836238647,0.00633860953943582,True,3,130.2689733215633
Personality/Behavior,0,-2.6811601033810355,0.011364866480994213,True,34,137.2765386818564
Personality/Behavior,1,-14.254534709366595,0.04458780958376274,True,2,95.67604669533446
Residential area,-1,-2.2609061418085092,0.04502043408158002,True,12,80.75411778428342
