Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-3.401016199129149,0.000921575970775696,True,117,192.3101554380509
Ideology/Politics,1,-inf,0.0,True,3,54.48949359905249
Institutions,-1,-4.581162185763789,0.0002655079210086218,True,18,238.78130008785706
Occupation/Social Status,-1,-2.9176857683918005,0.005699831196372047,True,42,250.93146895714744
Occupation/Social Status,0,-2.861977172819595,0.006367832220020533,True,46,521.1471466630151
Other,-1,-1.1760105926321767,0.2697599445431163,False,10,582.8870337159462
Personality/Behavior,-1,-1.046569997643356,0.34323031170196716,False,6,663.8479923960264
Personality/Behavior,0,-2.4025126518272506,0.030720715156094935,True,15,196.02134081363252
Personality/Behavior,1,-2.6349613180779072,0.023200902215161034,True,12,882.8492100266891
Residential Area,-1,-2.247320653996164,0.031425518530125054,True,34,1050.2692131620238
