Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-3.4350027613611505,0.0008250317737254646,True,116,178.20213800293527
Ideology/Politics,1,-inf,0.0,True,3,50.94506750727415
Institutions,-1,-4.508116153129392,0.0003103184896614061,True,18,217.18413587504807
Occupation/Social Status,-1,-3.4178581743474417,0.0014378380998275725,True,42,224.3171232121266
Occupation/Social Status,0,-3.1054824011810958,0.003283193640266433,True,46,401.9731894858766
Other,-1,-1.2016505092155552,0.2601639176023298,False,10,456.25039947416377
Personality/Behavior,-1,-1.116570945900234,0.314941794280808,False,6,469.951729071821
Personality/Behavior,0,-2.6508883645519616,0.018996145480304722,True,15,190.02973099918074
Personality/Behavior,1,-1.9577049579558699,0.07611168902687056,False,12,703.4477528558152
Residential Area,-1,-2.319149618881785,0.026722343882597966,True,34,1081.282038822849
