Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.300146827713537,0.06975968161494922,False,6,10.07046312791699
Academic Field,0.039199269477680175,0.9691017908550377,False,22,8.722663727964894
Age,0.017154815346763965,0.9863775265823655,False,54,9.51101480131773
Appearance/Impression,1.0872145856528448,0.28024802486412226,False,80,15.014288493270572
Emotion/Affection,0.5619938772574766,0.5793315439575889,False,25,15.310774592162721
Family,-2.7895664598023884,0.011315016083647673,True,21,14.405038667335734
Interests/Hobby,-1.0135535509974458,0.3149344175767439,False,60,53.547746297211305
Marital Status,1.0610061495368592,0.2955640046672309,False,38,-1.9991641378110405
Occupation/Social Status,-0.9799517908673776,0.33383544728441616,False,36,22.373260874364327
Other,1.5445680740954728,0.14840287144534767,False,13,-8.627669515828991
Personality/Behavior,-1.7135823607125882,0.08844996901958377,False,169,22.824156271657444
Physique,1.651614175378798,0.10644358292399568,False,41,9.321286619739121
Safety and Protection,-0.7553163703764392,0.46257809837392216,False,15,48.92943111880961
Sexuality,0.7846434622343711,0.44923092149028765,False,12,40.09896217054042
台女,1.1835047512202967,0.23794715945342088,False,211,-0.5764853588085461
