Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.303123761856881,0.0695009527903363,False,6,10.348599736426996
Academic Field,-1.2877901538776517,0.2118300713928835,False,22,10.643190732554823
Age,0.40831999912352446,0.6846534028401821,False,55,20.36294747257812
Appearance/Impression,-0.03385781036863692,0.9730759370259945,False,80,16.087328973384196
Emotion/Affection,0.43409753236882254,0.6680951914147344,False,25,18.325952567543922
Family,-2.686702359593295,0.014184500702355888,True,21,16.078551179036115
Interests/Hobby,-1.1559733562475858,0.2523516873373663,False,60,60.72657328504787
Marital Status,1.1999149171589092,0.2377994318182882,False,38,1.24648367083614
Occupation/Social Status,-0.5253506166437941,0.6026520478002324,False,36,17.956003385960095
Other,0.8919458324668539,0.3899571078140702,False,13,-3.4037119692949966
Personality/Behavior,-1.8344973623410323,0.06834903723329622,False,169,22.883234431749344
Physique,1.722035698271127,0.09278867135925596,False,41,4.323284148612621
Safety and Protection,-1.4298642934637973,0.17469230390654147,False,15,54.521863456955586
Sexuality,-1.2160469524268345,0.24734734999431934,False,13,74.69287043316031
台女,1.9657151655255845,0.050637069916151745,False,213,-1.4428814835578827
