Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.305490127258424,0.06929602479964318,False,6,18.602928044974046
Academic Field,0.29665954269770567,0.7696406761648364,False,22,7.234402472372463
Age,0.7822472809324771,0.4374860615400318,False,55,12.166580915728058
Appearance/Impression,0.437861572485486,0.6626814924861735,False,80,11.420728714865708
Emotion/Affection,0.528759314766949,0.6018287550320764,False,25,20.051111002451528
Family,-2.1942963480510715,0.04019277795850872,True,21,21.321948268781096
Interests/Hobby,-2.247246232718091,0.028377806443206536,True,60,62.69765164728048
Marital Status,1.1008050867947279,0.2780916758797838,False,38,0.5304761474688361
Occupation/Social Status,-0.9407191619790524,0.3532965571215926,False,36,17.669905378611013
Other,-0.911886271329688,0.37978326476001,False,13,-1.2332190646998096
Personality/Behavior,-1.42917403594643,0.1548333431005486,False,167,25.71024196738396
Physique,1.2054951597202774,0.23509526517064444,False,41,12.14864498682046
Safety and Protection,-1.0322872418272973,0.31944169180402265,False,15,49.88206666727257
Sexuality,-1.1211591587450656,0.28415545264121306,False,13,72.76255615991558
台女,-0.41372080434306996,0.6795007899259444,False,211,7.825503649789467
