Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,46.22554716609427
Ability,1,-2.4415585315300423,0.07108886716402127,False,5,7.927152065872334
Academic Field,-1,-3.063843965920428,0.005893404825105378,True,22,17.075981348507362
Age,-1,-1.1709255364372972,0.24676993952834508,False,55,19.284743953986947
Appearance/Impression,-1,,,False,1,155.7169410088052
Appearance/Impression,0,-0.05095379878617462,0.9595436523703348,False,57,13.143041679005469
Appearance/Impression,1,1.331323929383511,0.1973553598204542,False,22,11.98855733615446
Emotion/Affection,-1,-0.3846732482339061,0.7162975334724473,False,6,45.49568072666161
Emotion/Affection,0,,,False,1,23.16079815421495
Emotion/Affection,1,0.8125740209234569,0.4276955886930328,False,18,0.06527297154167865
Family,-1,-2.8024602616145913,0.010997072027584074,True,21,13.086207754581622
Interests/Hobby,-1,-3.150430944272123,0.002560024815513241,True,60,70.42091518935176
Marital Status,-1,1.1218058133109976,0.2691727072729165,False,38,1.221628186520605
Occupation/Social Status,-1,-0.20272190584982902,0.8405262857214166,False,36,15.236600955340455
Other,-1,-1.0216655576863023,0.3270951369601214,False,13,7.970544741958123
Personality/Behavior,0,-1.2406651867427982,0.2196403728403598,False,60,20.28053418641764
Personality/Behavior,1,-1.2648560594099765,0.20869666822542104,False,107,12.321016837306678
Physique,-1,1.150242474638878,0.26137664811838335,False,25,7.295375187825237
Physique,0,-0.8036245187433271,0.45809973841666374,False,6,8.391852978826714
Physique,1,0.39813964356298315,0.6998066300642136,False,10,4.953544680030881
Safety and Protection,-1,-0.9603491490808523,0.5128747852066577,False,2,5.758711216958495
Safety and Protection,1,-1.8500827968923952,0.08906761282627314,False,13,46.36331091327743
Sexuality,-1,-1.2081195132187383,0.2502715294417682,False,13,44.82879864490554
台女,1,-2.852528139506368,0.004775140089098561,True,209,2.1856664520013664
