Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,17.027411371047588
Ability,1,-2.2959511841515585,0.08330936708565152,False,5,18.918031379759338
Academic Field,-1,0.29665954269770567,0.7696406761648364,False,22,7.234402472372463
Age,-1,0.7822472809324771,0.4374860615400318,False,55,12.166580915728058
Appearance/Impression,-1,,,False,1,158.77579275925217
Appearance/Impression,0,-0.04688592763619119,0.9627709520804615,False,57,9.823120362373578
Appearance/Impression,1,1.006805951893715,0.32548883197476197,False,22,8.862029262486844
Emotion/Affection,-1,-2.2664964952573836,0.07275725061311109,False,6,68.75827786919535
Emotion/Affection,0,,,False,1,41.07116260920015
Emotion/Affection,1,1.008356983507192,0.32742096399978216,False,18,2.647608068717551
Family,-1,-2.1942963480510715,0.04019277795850872,True,21,21.321948268781096
Interests/Hobby,-1,-2.247246232718091,0.028377806443206536,True,60,62.69765164728048
Marital Status,-1,1.1008050867947279,0.2780916758797838,False,38,0.5304761474688361
Occupation/Social Status,-1,-0.9407191619790524,0.3532965571215926,False,36,17.669905378611013
Other,-1,-0.911886271329688,0.37978326476001,False,13,-1.2332190646998096
Personality/Behavior,0,-1.6431485239241588,0.10576314145140932,False,59,36.4102515994607
Personality/Behavior,1,-0.10144151491004978,0.919389830549842,False,108,19.864866335045743
Physique,-1,1.278239641343567,0.2133893615675083,False,25,7.362872885424427
Physique,0,-1.061260004340611,0.3371206542720849,False,6,14.892223197510027
Physique,1,1.0887433713803598,0.3045603525722311,False,10,22.4669283138968
Safety and Protection,-1,-0.9190351187888401,0.5268433303557787,False,2,6.603676399378153
Safety and Protection,1,-0.9905988813093931,0.34143604230901914,False,13,56.54028055464093
Sexuality,-1,-1.1211591587450656,0.28415545264121306,False,13,72.76255615991558
台女,1,-0.41372080434306996,0.6795007899259444,False,211,7.825503649789467
