Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.3359109918733605,0.06671866710729181,False,6,8.151945037616699
Academic Field,-0.66754525219941,0.5116937810702458,False,22,11.048108465614904
Age,-0.8739742090774002,0.38600262168629973,False,55,8.3666774754589
Appearance/Impression,0.44989034956075696,0.654021572730759,False,80,12.668766667725787
Emotion/Affection,0.795691588748582,0.4340111348608652,False,25,17.842441407348744
Family,-2.463405193890695,0.022954773882067268,True,21,17.591706943962127
Interests/Hobby,-2.2381364119797817,0.02899973254657749,True,60,59.39786180526507
Marital Status,0.9816800317054974,0.33263334139150547,False,38,0.55129693482717
Occupation/Social Status,-0.5303288341331873,0.5992328101259412,False,36,15.3337062813928
Other,-0.9188564894685916,0.37627077453481816,False,13,7.942419807125603
Personality/Behavior,-1.5228850791497395,0.1296675586071865,False,169,25.28133577785672
Physique,1.6788121458451541,0.10098537939964272,False,41,6.032872681576109
Safety and Protection,-1.0885991992743365,0.2947158554480129,False,15,50.069276094407165
Sexuality,-1.3137783110228496,0.21348343404768935,False,13,85.86904131981072
台女,0.6604806108730502,0.5096624733762312,False,213,3.3659469504194184
