Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1.889811084628243,0.11738849512180015,False,6,3.9834655911290686
Academic Field,-0.7401940381841474,0.4673777662330504,False,22,11.74669797085131
Age,1.537982921963496,0.13011610313159916,False,53,17.31811559414713
Appearance/Impression,1.2155262902192243,0.22778546281657078,False,80,12.532378059100141
Emotion/Affection,0.09928606471467186,0.9217358075636395,False,25,18.525704536668254
Family,-2.633450766400855,0.015929205866971604,True,21,13.204458074619808
Interests/Hobby,-0.890197850163806,0.37697529184176737,False,60,58.257304981006754
Marital Status,1.178843745536555,0.24598589330297577,False,38,-1.9857472218563943
Occupation/Social Status,-0.6955834655939788,0.49128277934650244,False,36,15.814765997857256
Other,-0.42367965294375287,0.6792945630203174,False,13,-2.5414993128289503
Personality/Behavior,-1.9241866640885221,0.05602138100453807,False,169,25.132085881502125
Physique,1.2130823548001404,0.2322137156109072,False,41,11.178501880694881
Safety and Protection,-0.7163923749519145,0.48552868076994504,False,15,40.13393911201137
Sexuality,1.2930973882946621,0.2224748988198939,False,12,43.29874887185814
台女,1.2694719255570894,0.2056645936375172,False,213,0.505110581066652
