Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,17.48667618652412
Ability,1,3.9745123642305384,0.016476443123580303,True,5,-3.9173705728466617
Academic Field,-1,-1.6562640539404345,0.11253573132445403,False,22,9.213188175921463
Age,-1,1.7461015827894621,0.08669898210250915,False,53,11.25582411467372
Appearance/Impression,-1,,,False,1,138.4884364265808
Appearance/Impression,0,0.5814010916921643,0.5633031649910691,False,57,9.542478088474244
Appearance/Impression,1,1.050962827816259,0.3052199549050735,False,22,12.395599218129894
Emotion/Affection,-1,-2.1864612620777564,0.0804547669742317,False,6,70.77131822906654
Emotion/Affection,0,,,False,1,30.03808271474233
Emotion/Affection,1,0.5260254398569221,0.6056655684738409,False,18,2.125160834024517
Family,-1,-2.4843795303926965,0.021952926515695165,True,21,10.422226331024758
Interests/Hobby,-1,-3.0505546970011808,0.0034192991346450163,True,60,60.18142379448987
Marital Status,-1,1.1840441557082164,0.24394658085955806,False,38,-0.7905349662894396
Occupation/Social Status,-1,-0.23495016225842486,0.8156166100232574,False,36,13.647628357620942
Other,-1,-1.0049265259163083,0.33476651530324597,False,13,4.08499573005957
Personality/Behavior,0,-2.3761594581005587,0.020703175294837943,True,61,37.02649813805756
Personality/Behavior,1,-0.22959123470069093,0.8188477288607471,False,108,17.232920431754238
Physique,-1,0.6687702229062208,0.5100241582297391,False,25,8.421896287407765
Physique,0,-0.8724067493379586,0.4228946534917831,False,6,21.95526737058792
Physique,1,1.2312083804311194,0.24944742687758564,False,10,18.856364177203726
Safety and Protection,-1,-0.8534491727394514,0.5502325352001617,False,2,6.30357021730045
Safety and Protection,1,-1.1668930531767812,0.2659192438912922,False,13,46.21615642122405
Sexuality,-1,-0.6068123677157411,0.556292611883656,False,12,60.86494328108573
台女,1,-0.10336551885567352,0.9177715213225744,False,211,5.469835140662144
