Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.901549501760466,0.03372978662327139,True,6,22.293578127819966
Academic Field,-1.129178525697762,0.27155679711252684,False,22,10.388722030896785
Age,-1.0743087719881799,0.28746141011952975,False,55,20.237585564765364
Appearance/Impression,0.2052624312386884,0.8378950740552891,False,80,14.981358067856258
Emotion/Affection,-0.013513713016435556,0.9893296567658414,False,25,13.112593864571467
Family,-2.705453101716592,0.013614503090914951,True,21,11.49197417100567
Interests/Hobby,-4.169708853762907,0.0001013163308764096,True,60,65.0619750995369
Marital Status,0.9637626528613548,0.3414219180812177,False,38,4.0127176727563425
Occupation/Social Status,-0.9669118758816776,0.34022229202661725,False,36,27.613520588690683
Other,1.022798186240415,0.3265807489905267,False,13,-1.497208771499983
Personality/Behavior,-1.23060951989929,0.2201891566615923,False,169,18.97761428648973
Physique,1.0419980645799949,0.30366974521211276,False,41,11.404747969357006
Safety and Protection,-1.1052016711595012,0.28770428124717795,False,15,29.13022203687839
Sexuality,-1.1458675407327168,0.2741873814236379,False,13,121.56815994219703
台女,-1.194017060927772,0.23380559635845352,False,213,4.742266342601672
