Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,,,False,1,34.16542276331088
Ability,1,-2.2289498344347423,0.08971548680975638,False,5,10.06523992529397
Academic Field,-1,-0.9422375806400601,0.35678519870000736,False,22,12.891667382548015
Age,-1,1.8797191031737677,0.06575447247340133,False,53,11.146760106282443
Appearance/Impression,-1,,,False,1,136.041423675935
Appearance/Impression,0,0.3502845947398586,0.7274392698189283,False,57,7.481676057732151
Appearance/Impression,1,0.2054923009609047,0.8391664342098195,False,22,11.893071907032999
Emotion/Affection,-1,-1.8124760220649923,0.12965854349624034,False,6,57.51279833616591
Emotion/Affection,0,,,False,1,84.27991383314215
Emotion/Affection,1,0.682043254420299,0.504399070250702,False,18,-1.105840048951584
Family,-1,-2.88152251712335,0.009226538307049519,True,21,13.509027418568342
Interests/Hobby,-1,-2.2189607898836594,0.030348292836531232,True,60,68.23764375089792
Marital Status,-1,1.0769410547296128,0.2884784973940747,False,38,-0.04102103840993416
Occupation/Social Status,-1,-1.0176809604613748,0.315813134098481,False,36,19.372659069193187
Other,-1,1.342388153855571,0.20431471254384895,False,13,-5.009192123224661
Personality/Behavior,0,-1.9326491785964683,0.05808409691576819,False,60,46.215434720686055
Personality/Behavior,1,-0.9966341347227003,0.32119065289807613,False,108,22.354539589824896
Physique,-1,0.9458587098474484,0.3536470196752871,False,25,7.005319777382906
Physique,0,-0.6904108173619308,0.5206687870270386,False,6,4.938889666081516
Physique,1,1.2119393305153163,0.2563918557101934,False,10,23.881588974207858
Safety and Protection,-1,-0.8870799797191998,0.5380489971221356,False,2,-3.1564122736153375
Safety and Protection,1,-0.8029456177393239,0.4376211162518705,False,13,55.36167033031803
Sexuality,-1,-0.3145093608538935,0.7590190880447014,False,12,41.11589345104499
台女,1,-0.6475984026383242,0.517952067739211,False,211,3.190503690160941
