Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.1301105475696547,0.08639203972547209,False,6,6.478071416901438
Academic Field,-1.099628759307471,0.28394059042564135,False,22,9.957172308260889
Age,1.8421669992067005,0.0711560782196326,False,53,11.650089024693463
Appearance/Impression,-0.04535854515973071,0.9639359843636943,False,80,11.542474015899337
Emotion/Affection,-0.20305307056146804,0.8408052323169075,False,25,24.22329383353964
Family,-2.040114584399349,0.054765749955052324,False,21,14.971317222079966
Interests/Hobby,-3.2862131835291337,0.0017126772926202973,True,60,73.50594858898722
Marital Status,1.1037254679548094,0.2768390039384772,False,38,0.324582067585873
Occupation/Social Status,-0.4956334230313838,0.6232509562549993,False,36,20.29481495329105
Other,-0.9161751212369553,0.3776193060223515,False,13,1.1808747840263238
Personality/Behavior,-1.3620385789975193,0.17502007838969663,False,168,27.572504652753587
Physique,1.5046750079638584,0.14026364750121284,False,41,13.388453984879117
Safety and Protection,-1.361918568143583,0.19473688111314674,False,15,47.73340588140831
Sexuality,-1.1461097608843813,0.27409101273020264,False,13,85.60624783189306
台女,0.6457071539786987,0.5191739453712438,False,211,0.5495090106906635
