Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-2.3844978815074107,0.06281406903474933,False,6,10.46683622431457
Academic Field,-0.14157214324621248,0.8887673243237522,False,22,10.683131755626713
Age,1.9429330913409768,0.05734443959516511,False,54,10.7202127800356
Appearance/Impression,-0.24242144161302273,0.8090818752449638,False,80,12.923425571995573
Emotion/Affection,-0.8843907901358217,0.3852597519046349,False,25,24.872638982889278
Family,-2.162789999488446,0.04284718052112022,True,21,16.317052376208746
Interests/Hobby,-2.5670591446514774,0.01281242021084333,True,60,83.76853709273526
Marital Status,0.9917570485364975,0.32775789708699177,False,38,1.5255411724615437
Occupation/Social Status,-0.4867049737827558,0.6295014635873004,False,36,17.479700113282128
Other,-1.09074771432825,0.29680138304467146,False,13,5.053805068929659
Personality/Behavior,-2.0268777044278234,0.04426546733147457,True,168,33.12253813499091
Physique,0.9736453413633513,0.3360841833512225,False,41,19.539754600390225
Safety and Protection,-1.0424637690181209,0.31486476789545803,False,15,45.71419610214366
Sexuality,-0.9027505395859087,0.38442137908084484,False,13,57.22657893127756
台女,-0.5678752142354241,0.5707206296230143,False,213,10.642531133141436
