Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-5.4324061331312015,3.107348462926058e-07,True,117,16.749562913649257
Ideology/Politics,1,-inf,0.0,True,3,18.2097453562473
Institutions,-1,-3.0527189549590745,0.006851687766056746,True,19,12.317881660351622
Occupation/Social Status,-1,-3.413171007670591,0.0014103373622570271,True,44,18.366020418915205
Occupation/Social Status,0,-4.62104372749463,3.097184930921856e-05,True,47,24.01147529072877
Other,-1,-1.6903704965863255,0.12521747505580733,False,10,19.609168201392
Personality/Behavior,-1,-2.403133113345258,0.061382612450623195,False,6,8.685062433611849
Personality/Behavior,0,-2.4131580078648116,0.030100257381914835,True,15,17.633374225474807
Personality/Behavior,1,-2.0009758539819726,0.07068566791928811,False,12,32.13629295333009
Residential Area,-1,-3.195305399055547,0.0032036828663071807,True,32,13.602444249746986
