Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.970346471955284,0.0036161355565973883,True,117,10.042481036227038
Ideology/Politics,1,-inf,0.0,True,3,23.077983702004627
Institutions,-1,-2.5629456614479458,0.01956264364077526,True,19,9.765609118473506
Occupation/Social Status,-1,0.01909712713775326,0.984851963274909,False,44,12.484908773726268
Occupation/Social Status,0,-2.72326184225328,0.009104004553777047,True,47,10.091196546595004
Other,-1,-1.0199920608554724,0.33436625668438746,False,10,13.321019104501271
Personality/Behavior,-1,-2.298745777638256,0.06988180644103391,False,6,11.146583127729704
Personality/Behavior,0,-2.087043585830791,0.05565003935171613,False,15,22.056906135298398
Personality/Behavior,1,-3.3232150910871265,0.00770554816939513,True,11,17.017026597154757
Residential Area,-1,-0.610433657897336,0.5460241903063456,False,32,8.448347417925492
