Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-3.5244755792068827,0.0006082795045997515,True,117,16.07894002169576
Ideology/Politics,1,-inf,0.0,True,3,27.270693469828117
Institutions,-1,-2.3095412966073012,0.032984550386141814,True,19,14.29464867237795
Occupation/Social Status,-1,-2.128690298628631,0.039048955391111806,True,44,17.028947823150915
Occupation/Social Status,0,-3.5173164607738228,0.0010086938533697069,True,46,12.916435570263719
Other,-1,-1.176637151521687,0.2695220926217762,False,10,18.60766424389112
Personality/Behavior,-1,-2.9665638989041927,0.031280884113221955,True,6,14.054671088142742
Personality/Behavior,0,-2.4591464784912365,0.02755446936590446,True,15,25.560212112804244
Personality/Behavior,1,-3.307414156358167,0.0079137955312291,True,11,32.234260761440936
Residential Area,-1,-1.777350560806635,0.08532401405582671,False,32,11.30502770987234
