Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,-0.015242870140140677,0.9880061038768657,False,19,5.169590811400527
Ability,0,-1.556168153830426,0.21752587839480067,False,4,55.03679573745681
Academic Field,-1,-1.736556188013618,0.09784504685954487,False,21,53.90116950850283
Appearance/Impression,-1,-1.824182054939903,0.0777775123750608,False,32,35.16551701200905
Appearance/Impression,0,-2.23503636293614,0.029495730436170285,True,56,63.720347592594194
Appearance/Impression,1,-2.8989573107503204,0.004639912538511457,True,97,50.72836980120123
Economics/Consumption,-1,-2.0540083655471344,0.04258399946216025,True,101,31.403284284508757
Emotion/Affection,-1,1.0028382262697808,0.38983028651764395,False,4,-5.95356906147579
Emotion/Affection,1,-1.3495375123312159,0.1922436435353912,False,21,32.51201608313601
Family,-1,0.7592664680953742,0.4623479633622791,False,13,0.18678931537110277
Interests/Hobby,-1,-2.3793143537767367,0.03211521532949308,True,15,63.50936110494166
Occupation/Social Status,-1,-2.0270783421851273,0.050795476530844076,False,34,81.13094350998678
Other,-1,-1.1341058080232,0.28320522227814804,False,11,23.37206515600506
Personality/Behavior,-1,-1.0584550897432867,0.3305879229841401,False,7,18.535253978965322
Personality/Behavior,0,-1.9886479268819826,0.04915712929190693,True,114,53.322418606609
Personality/Behavior,1,-2.0106015106728745,0.06952875491317298,False,12,118.69952553428156
Physique,-1,-2.2486876156528384,0.02983698914363479,True,43,52.76544432353615
Sexuality,-1,-2.120357007141563,0.05232216485535896,False,15,48.60252357954113
台男,1,-2.679988368684292,0.008009085811220567,True,191,21.448324703230252
