Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,1.3146140867908638,0.20514449860335132,False,19,2.519110368809116
Ability,0,-1.4779220697388538,0.23595070142005242,False,4,79.17628293048853
Academic Field,-1,-1.3321038774317047,0.1978076585581429,False,21,40.17368073882537
Appearance/Impression,-1,-1.6250272408763418,0.11428215878119793,False,32,35.32066779930296
Appearance/Impression,0,-1.8579211459108251,0.06853611484626053,False,56,46.64257800589135
Appearance/Impression,1,-2.9080648261402495,0.004527435231301513,True,96,39.045732376340396
Economics/Consumption,-1,-0.5414970221156511,0.5894327340161638,False,96,23.456654694419868
Emotion/Affection,-1,1.061691486908116,0.3662713990146756,False,4,-13.50315546794537
Emotion/Affection,1,0.37947647366368314,0.7083333548156836,False,21,29.708852164992077
Family,-1,0.9076050720285979,0.3819519315990131,False,13,-6.007008807112191
Interests/Hobby,-1,-1.9384796057775493,0.07299610662190548,False,15,47.36712901861716
Occupation/Social Status,-1,-1.2310208406864982,0.2270169465289347,False,34,75.83582760416246
Other,-1,-1.2926269217371718,0.22520771201743162,False,11,21.045585236951723
Personality/Behavior,-1,-1.5515399889861414,0.17175587836472428,False,7,14.913230974745186
Personality/Behavior,0,-1.3882037567846064,0.16780577527206708,False,114,43.91653155780122
Personality/Behavior,1,-0.8623089509117555,0.406924106121209,False,12,98.70841289267048
Physique,-1,-2.064837501646793,0.04514800922818996,True,43,43.66504947398769
Sexuality,-1,-2.164201526312411,0.04822320845545207,True,15,54.66487278695151
台男,1,-2.5064147474014984,0.013044474631869283,True,189,13.179799715262178
