Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,0.6789890459388584,0.5057823158611463,False,19,0.5163211458267303
Ability,0,-0.14544325934599725,0.893583330931911,False,4,37.98382030250727
Academic Field,-1,-1.8615002450473765,0.07743644828201307,False,21,48.10654201398894
Appearance/Impression,-1,-1.9839311528122137,0.05617863205864354,False,32,37.60641488569556
Appearance/Impression,0,-1.9180855350821542,0.06029770708977755,False,56,56.758477841285924
Appearance/Impression,1,-2.0661125179329547,0.041456080377188495,True,99,37.04290388732272
Economics/Consumption,-1,-1.3079940159848678,0.19393515989870938,False,99,32.63361856966744
Emotion/Affection,-1,-0.864519622753141,0.4508937692813625,False,4,-0.9794793449341574
Emotion/Affection,1,-0.3768859368376572,0.710227485289967,False,21,30.95808009510865
Family,-1,0.05666387526961036,0.9557455216881061,False,13,6.394084817128733
Interests/Hobby,-1,-1.296028177274082,0.21592511200833495,False,15,35.61247117004012
Occupation/Social Status,-1,-1.3711365410999987,0.1795854358803094,False,34,62.575027666829875
Other,-1,-1.2786660185051646,0.2298918804133898,False,11,26.028259572584023
Personality/Behavior,-1,-1.7342448371457906,0.1335688943858532,False,7,13.620205583475888
Personality/Behavior,0,-2.6685508551638293,0.008738782024067231,True,114,50.349204060208066
Personality/Behavior,1,-2.1740340307823898,0.052407401062004026,False,12,100.29961781756683
Physique,-1,-2.3028693249775687,0.02630818562118724,True,43,43.61599742489757
Sexuality,-1,-2.199089937459408,0.045177290776875795,True,15,63.02101732671651
台男,1,-2.4257058499907327,0.016223406297179572,True,189,12.308045455554332
