Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,0.9730917831367998,0.3434040327490686,False,19,3.855715910388993
Ability,0,-0.30395334320383094,0.7810261026757193,False,4,-5.592340986779531
Academic Field,-1,-1.4788942975297266,0.1547469339440592,False,21,40.71440661276649
Appearance/Impression,-1,-0.8158644067933045,0.4208026439007234,False,32,46.429391961956576
Appearance/Impression,0,-1.7337565563536987,0.08856415530804686,False,56,44.315525167484054
Appearance/Impression,1,-2.8814540488949483,0.004873430180959351,True,98,41.79550154538328
Economics/Consumption,-1,-1.3569143371153247,0.1779577410272097,False,98,29.12054071600193
Emotion/Affection,-1,-0.716136795952777,0.5256186697628775,False,4,-6.583569796753911
Emotion/Affection,1,0.44928975092017004,0.6580535592556789,False,21,33.875219116825264
Family,-1,0.45042485137920757,0.6604338997723389,False,13,-0.9987735250616901
Interests/Hobby,-1,-1.0186969145825275,0.3256290433846428,False,15,38.654641053332256
Occupation/Social Status,-1,-1.2673275760731098,0.2139087589404458,False,34,64.592862626598
Other,-1,-1.253592692925441,0.23850513537972642,False,11,18.259155238866317
Personality/Behavior,-1,-0.5656015503817082,0.5921708564937311,False,7,6.471499612136499
Personality/Behavior,0,-1.433440782630945,0.15449304775584285,False,114,41.959809665640876
Personality/Behavior,1,-3.036620320195213,0.011314699397189562,True,12,91.7067817414612
Physique,-1,-2.2077194463082224,0.032778968611381215,True,43,53.509246779163014
Sexuality,-1,-2.55334097641841,0.022968070982432368,True,15,54.745534123305426
台男,1,-0.883064245477143,0.3783293473667554,False,189,6.688725198235989
