Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-1.0564435266778143,0.30086809677422444,False,26,98.39193977346046
Athletic Ability,-1,-3.96976391944646,0.005393928942830704,True,8,70.44106842916196
Culture/Tradition,-1,-3.786763976799836,0.00027346324859689095,True,92,129.39134631662327
Drinking,-1,-2.2762633600553395,0.029661528731470484,True,33,107.74014335523772
Drinking,1,-1.11884088247549,0.28510475703673166,False,13,330.05307232947695
Ideology/Politics,-1,-3.683153606223249,0.0010621809916011222,True,27,120.84077089053294
Institutions,-1,-2.081600492358299,0.04015662089163051,True,93,121.4040681474196
Personality/Behavior,-1,-1.249486110406473,0.33788671354270416,False,3,255.91840311862785
Personality/Behavior,0,-2.4601072612826385,0.019295922040124498,True,34,226.84109587583995
Personality/Behavior,1,-1.3371572940588483,0.40879074836905327,False,2,286.64651564597483
Residential area,-1,-2.377929628534325,0.03663492177199794,True,12,73.11348369132227
