Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-1.0377341459721225,0.3093273529823398,False,26,93.45899182116467
Athletic Ability,-1,-4.322994658473004,0.003467448869985183,True,8,53.9256348836189
Culture/Tradition,-1,-2.492380713902225,0.014498786403790149,True,92,116.12491700847683
Drinking,-1,-2.0970749320084505,0.04397643864490091,True,33,90.62570073267607
Drinking,1,-1.8054066510333442,0.09842355981203293,False,12,165.14399069622598
Ideology/Politics,-1,-3.326882698928984,0.002625750261909407,True,27,114.27587276391453
Institutions,-1,-1.9044722602609734,0.059973194975501645,False,93,109.31639366302312
Personality/Behavior,-1,-1.1218000714136314,0.3785432555232737,False,3,232.42585649219575
Personality/Behavior,0,-2.0292874232316813,0.05055803773717444,False,34,179.5610300251856
Personality/Behavior,1,-1.3009400389646926,0.4172064302014089,False,2,238.1009566670929
Residential area,-1,-2.281250814494798,0.04344058227176445,True,12,70.86717117194821
