Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,-1.0474395683707685,0.30491853620972403,False,26,121.12944294941596
Athletic Ability,-1,-4.38813582521012,0.0032026435881164473,True,8,89.25906855933874
Culture/Tradition,-1,-3.6497772908153054,0.0004376099962428115,True,92,140.10910733247778
Drinking,-1,-2.3719134282238565,0.023878540126860626,True,33,123.33733117436947
Drinking,1,-2.0767889881411357,0.06204134714617819,False,12,170.7108095845089
Ideology/Politics,-1,-3.654016006516185,0.0011446997615724578,True,27,140.18416691096826
Institutions,-1,-2.1033537104558078,0.03816422544004957,True,93,138.0269857000115
Personality/Behavior,-1,-1.23204590722385,0.343124817193293,False,3,267.2770257548765
Personality/Behavior,0,-2.361890002808578,0.02423504677037991,True,34,244.6257364596192
Personality/Behavior,1,-1.3381782643681355,0.4085577303784461,False,2,289.6461267004522
Residential area,-1,-2.429489997590934,0.03343990261000653,True,12,75.82576300096878
