Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.6504183731078936,0.009171676292312192,True,116,131.0097617865152
Ideology/Politics,1,-1.2664456746725544e+16,6.234862350822979e-33,True,3,83.01960672838227
Institutions,-1,-4.627883480162565,0.00024035646862185053,True,18,131.14168283079945
Occupation/Social Status,-1,-1.901554402198802,0.06427246967388528,False,42,212.83809281506586
Occupation/Social Status,0,-3.008994971285247,0.004283044328326708,True,46,314.1886805220574
Other,-1,-1.066709476156207,0.3138804393493808,False,10,677.4475121959185
Personality/Behavior,-1,-1.0990466995103139,0.3218287836279464,False,6,472.46893242617836
Personality/Behavior,0,-3.0386502232654595,0.008846798805480333,True,15,136.16223209540686
Personality/Behavior,1,-2.358138397100625,0.037938365527080777,True,12,707.3789589370382
Residential Area,-1,-2.6746157357232865,0.011547983354956352,True,34,451.5159380251255
