Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-6.052295993426647,1.9396729888284525e-08,True,113,92.69703013945514
Ideology/Politics,1,-inf,0.0,True,3,77.09074148985722
Institutions,-1,-5.4471482201797565,4.347687210840867e-05,True,18,90.09701971062601
Occupation/Social Status,-1,-4.857923303905145,1.6098301194930346e-05,True,44,98.81097603576474
Occupation/Social Status,0,-5.128107029392614,6.6470161916042056e-06,True,44,175.56079915369926
Other,-1,-1.4437380063467862,0.18270423074455083,False,10,143.76555665549614
Personality/Behavior,-1,-1.355723898789028,0.23320404677746542,False,6,262.7729573559385
Personality/Behavior,0,-3.6898647756162153,0.0024255133509507518,True,15,114.37935898064218
Personality/Behavior,1,-3.197828968445125,0.008487410898770652,True,12,211.04041324723391
Residential Area,-1,-4.259408039389732,0.00016809083446024642,True,33,188.50164630477963
