Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.9063791713814573,0.004387483107958032,True,116,125.94376705196846
Ideology/Politics,1,-1.2436401999004052e+16,6.465624759667851e-33,True,3,75.14825367418467
Institutions,-1,-4.3730934244042245,0.00041444559580318375,True,18,134.51939952034476
Occupation/Social Status,-1,-1.788705560588666,0.08105276173760059,False,42,204.2891064620393
Occupation/Social Status,0,-3.0899517726377512,0.00342772429344674,True,46,341.65550482427324
Other,-1,-1.0576054678950404,0.3177950606012744,False,10,516.4744632263614
Personality/Behavior,-1,-1.0731933732095968,0.33222567313815526,False,6,477.0091839629847
Personality/Behavior,0,-2.9107530317315202,0.011397234067145757,True,15,139.57331418870666
Personality/Behavior,1,-2.5110601749901225,0.02893186767855566,True,12,569.5710708344646
Residential Area,-1,-2.5035579115725834,0.017419666562272267,True,34,445.0485495953166
