Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-2.812663607389684,0.016887854441523072,True,12,105.24274774355085
Culture/Tradition,1,-1.06312045748451,0.4805289117259425,False,2,160.13887061447775
Ethnic/Racial Prejudice,1,-3.063932887716764,0.009053949858526067,True,14,64.3566600819921
Ideology/Politics,-1,-1.6796955415422838,0.09965301841190305,False,48,99.24664848104263
Other,-1,-0.998075674112807,0.5006131216877183,False,2,47.740601834825505
Other,1,-3.1560323994778727,0.051027097948298746,False,4,52.974671091114146
Personality/Behavior,-1,-4.3022403519491075,0.0010278199329704692,True,13,58.78323243639776
Personality/Behavior,1,-5.866350403971736,5.445156599965599e-08,True,104,79.43375814122989
Residential area,-1,-1.5642826299634516,0.12984247995247641,False,27,74.61013300220128
Values,1,-1.5427730640242963,0.1341134843376084,False,29,199.52532388531282
