Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,0.9128651401936189,0.3712093875918563,False,23,-2.3263018520245025
Academic Field,-1.1295208826864733,0.2720438886165143,False,21,4.901488347247109
Appearance/Impression,-2.2157611796600505,0.027914473682727165,True,188,7.404902575132052
Economics/Consumption,0.6301019589349118,0.5300650634907553,False,101,1.3450372273779332
Emotion/Affection,-1.6844752723456482,0.1050524685189212,False,25,5.428435027394829
Family,-1.406686181329929,0.18488715350895407,False,13,4.014086860215231
Interests/Hobby,-3.4974959707448408,0.0035528444732954964,True,15,9.407157112303196
Occupation/Social Status,-2.6142969757846988,0.013369280589921359,True,34,20.47797914705085
Other,-0.4560754433868615,0.6580799778941009,False,11,4.621253255362398
Personality/Behavior,-2.3441776801144965,0.020573049840076553,True,132,3.8389154754706842
Physique,0.3001012361510213,0.7655803042224896,False,43,4.058013429787946
Sexuality,-4.412465309380968,0.0005904818183929129,True,15,12.485047535943314
台男,3.2151662182670995,0.0015346931085170705,True,189,-2.3973507404619956
