Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,-1.2912738595950415,0.21294591009468555,False,19,1.3632939502352872
Ability,0,0.08376012675861957,0.9385232892595186,False,4,-2.048396071301407
Academic Field,-1,-1.2125017046004527,0.23944921812467335,False,21,5.40410354301783
Appearance/Impression,-1,-1.2842906134171421,0.2085556503372975,False,32,12.935754423949126
Appearance/Impression,0,-3.102971747082091,0.003000953535916881,True,57,10.51314670640334
Appearance/Impression,1,-1.5533732212596956,0.1235575963815394,False,99,6.031417238660661
Economics/Consumption,-1,-0.7983784833784376,0.4265428712033128,False,101,2.512278838803124
Emotion/Affection,-1,-0.3959647821917016,0.7186114072630856,False,4,1.3860280793048085
Emotion/Affection,1,-2.500834651130325,0.021195734854751628,True,21,9.256618409075083
Family,-1,-1.5310144198098232,0.15169285629802662,False,13,4.312244048747206
Interests/Hobby,-1,-2.261608416663404,0.04016446028494941,True,15,13.930830815065512
Occupation/Social Status,-1,-2.4950797972721954,0.017772084784630056,True,34,20.892896234368113
Other,-1,-2.205990171926732,0.05191197387411158,False,11,8.618470948775894
Personality/Behavior,-1,-2.015868455716978,0.09041642286651728,False,7,15.013909699518656
Personality/Behavior,0,-2.2117374104273386,0.028996997964148778,True,114,4.528758217153101
Personality/Behavior,1,-0.3956740118736837,0.6999115819085528,False,12,4.4785002230341755
Physique,-1,-1.9329915543343061,0.059997922730277035,False,43,5.761093224000124
Sexuality,-1,-4.8495742461231,0.00025746688212296796,True,15,12.191877678867082
台男,1,2.988335438314642,0.0031795578040710046,True,189,-2.0547827740808975
