Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,-0.7892234455622306,0.4402539852979883,False,19,2.598121060735288
Ability,0,-0.5305738034809171,0.6324797698477158,False,4,2.379942500128709
Academic Field,-1,-1.0579265001646563,0.3027001388319346,False,21,4.894142816237184
Appearance/Impression,-1,-1.3535288663133171,0.18567426544733961,False,32,14.23071372869721
Appearance/Impression,0,-3.1072879862832767,0.002963900977033025,True,57,11.745012465963322
Appearance/Impression,1,-1.6212736668896837,0.10817215110057801,False,99,6.289257596507433
Economics/Consumption,-1,-1.3149428858047751,0.19153658322850659,False,101,4.72613403803868
Emotion/Affection,-1,0.05562122397994104,0.9591406331526869,False,4,-0.468079645745775
Emotion/Affection,1,-2.6303425360527366,0.016037072989441112,True,21,10.880810335196916
Family,-1,-1.3902141614819856,0.18971167880710277,False,13,12.401273811737099
Interests/Hobby,-1,-2.0796658017675633,0.05641303116061816,False,15,16.415516133570584
Occupation/Social Status,-1,-2.8216211351775877,0.008029535532300179,True,34,20.478480290036043
Other,-1,-2.1008861159349754,0.06198485296131618,False,11,10.077319781113788
Personality/Behavior,-1,-2.6121602184559864,0.04000437787354843,True,7,12.448615117327346
Personality/Behavior,0,-1.7751591697015972,0.0785639521328024,False,114,5.668973062339049
Personality/Behavior,1,0.5876258867575096,0.5686499376269699,False,12,3.930132121489123
Physique,-1,-1.5254018165397145,0.13465466788489983,False,43,6.359163863249494
Sexuality,-1,-3.6266050233633136,0.0027494790554961953,True,15,15.040106301070285
台男,1,3.460531027147482,0.00066860077245555,True,187,-3.9088199807535577
