Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,0.5634243173217449,0.5800978723045251,False,19,-3.4469607477548028
Ability,0,-1.3970364871150667,0.2568056213703444,False,4,4.726302199123086
Academic Field,-1,-1.2527684344461933,0.22474037769377794,False,21,4.909318831680528
Appearance/Impression,-1,-1.083279079999796,0.2870386487676627,False,32,8.685618327371044
Appearance/Impression,0,-2.010325149330387,0.04922240805419146,True,57,7.270854077919478
Appearance/Impression,1,-1.447471054520403,0.15095650177158396,False,99,5.428509629772701
Economics/Consumption,-1,1.1441712357284661,0.2552840100258346,False,101,0.5228476117678943
Emotion/Affection,-1,-0.23533383082954806,0.8290991865937096,False,4,0.5848263812117639
Emotion/Affection,1,-3.039367120545695,0.006474981172973078,True,21,5.131795844038992
Family,-1,-1.265389740949096,0.22975022187357605,False,13,5.169991925760152
Interests/Hobby,-1,-3.1427029194516103,0.007195244879588575,True,15,12.735657551201793
Occupation/Social Status,-1,-2.455524587880435,0.019504216936891396,True,34,17.38157094272415
Other,-1,-1.8353547112884643,0.0963282901739094,False,11,6.3575965405068215
Personality/Behavior,-1,-2.1908224118316966,0.07099428929122749,False,7,15.56984759107101
Personality/Behavior,0,-2.0334706307784125,0.04434788097562103,True,114,2.2643424916154102
Personality/Behavior,1,0.7124081295022361,0.4910471537808624,False,12,0.34583608558850565
Physique,-1,-0.029658933585179684,0.9764795531781146,False,43,3.4942834843073194
Sexuality,-1,-2.5964169867294684,0.021124110680587015,True,15,8.736399104156698
台男,1,3.6902072651812627,0.0002933607508507501,True,189,-4.7814374074081
