Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-1,-0.07591399352173163,0.9403249165412675,False,19,-2.84301287373524
Ability,0,-0.4162625899528865,0.7052051700152066,False,4,0.7199732099005106
Academic Field,-1,-0.8575363223753395,0.40130817715718925,False,21,4.158627758926812
Appearance/Impression,-1,-1.401881241577266,0.17088468714608435,False,32,11.790780541798684
Appearance/Impression,0,-2.734060406667534,0.00835921803979029,True,57,8.431830664116797
Appearance/Impression,1,-1.590259955571059,0.11499713332803341,False,99,4.563721298947174
Economics/Consumption,-1,0.9034088726143834,0.36848003374911875,False,101,0.8553277864577244
Emotion/Affection,-1,0.16792447549382927,0.8773248933948574,False,4,-0.8665883591248674
Emotion/Affection,1,-2.61849654265286,0.01645453515102528,True,21,6.480240564472483
Family,-1,-1.425751558627334,0.17943137549307656,False,13,6.8669832054578634
Interests/Hobby,-1,-2.6590848304589487,0.01869446065829229,True,15,13.11316600625407
Occupation/Social Status,-1,-2.5017137639875866,0.01749577436752486,True,34,19.531956784928255
Other,-1,-1.9073995293396455,0.08557141957907673,False,11,5.805552535610828
Personality/Behavior,-1,-2.85597194969968,0.028954083236354226,True,7,13.777981870791386
Personality/Behavior,0,-2.3870969580587476,0.018657252238609562,True,113,3.4362081881409745
Personality/Behavior,1,0.7567268838947322,0.4651130081330471,False,12,1.2497922496988783
Physique,-1,-1.8774577800783745,0.06758218995900521,False,42,5.140991666282268
Sexuality,-1,-3.905440697340631,0.0015846954362736814,True,15,13.637138774012683
台男,1,4.1523931825826885,5.007070205819675e-05,True,187,-6.910634077584671
