Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,0.8118792857918317,0.42555870739003565,False,23,-4.87051314242303
Academic Field,0.35670175954098543,0.7250508117597425,False,21,2.729208748509118
Appearance/Impression,0.1899536984822622,0.8495525571765712,False,187,4.869464152404589
Economics/Consumption,3.316812055842134,0.0012700741676967124,True,101,-3.615742530327638
Emotion/Affection,1.618211354401639,0.11868577073885338,False,25,-1.4367875016225646
Family,-1.5489766951272474,0.14734606002697542,False,13,2.659210513715665
Interests/Hobby,-2.6887126093032765,0.017642214579422215,True,15,8.23098569963129
Occupation/Social Status,-3.3056007599398574,0.0022912857295182662,True,34,14.725592579601923
Other,-0.9025054698013678,0.38801029629836414,False,11,6.968927930024931
Personality/Behavior,-0.9605147836784897,0.33855232691965487,False,133,3.508863593868075
Physique,0.6072921381030162,0.5469265195920674,False,43,2.8019393201160323
Sexuality,-2.2293139712085037,0.04268486848437536,True,15,10.475855152743017
台男,2.7001950945794566,0.007576399096825566,True,185,-1.3649554963849062
