Category,t_statistic,p_value,statistically significant,count,delta_ratio
Ability,-0.16525901896556974,0.8702492729684425,False,23,-2.2233631200594575
Academic Field,-0.8575363223753395,0.40130817715718925,False,21,4.158627758926812
Appearance/Impression,-2.8538998755240956,0.004805686438096339,True,188,6.966636881850986
Economics/Consumption,0.9034088726143834,0.36848003374911875,False,101,0.8553277864577244
Emotion/Affection,-2.5449758823549637,0.017775380443135005,True,25,5.304747936696907
Family,-1.425751558627334,0.17943137549307656,False,13,6.8669832054578634
Interests/Hobby,-2.6590848304589487,0.01869446065829229,True,15,13.11316600625407
Occupation/Social Status,-2.5017137639875866,0.01749577436752486,True,34,19.531956784928255
Other,-1.9073995293396455,0.08557141957907673,False,11,5.805552535610828
Personality/Behavior,-2.0449385084683813,0.04286355265030969,True,132,3.78587049508982
Physique,-1.8774577800783745,0.06758218995900521,False,42,5.140991666282268
Sexuality,-3.905440697340631,0.0015846954362736814,True,15,13.637138774012683
台男,4.1523931825826885,5.007070205819675e-05,True,187,-6.910634077584671
