Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-2.1771577185251703,0.05212282255990688,False,12,190.64920968742334
Culture/Tradition,1,-1.0266868410178347,0.4916176547406827,False,2,520.8175621702492
Ethnic/Racial Prejudice,1,-2.311071726485156,0.039399624826511756,True,13,117.89312965457712
Ideology/Politics,-1,-1.3195057863677437,0.19382512571355476,False,45,67.24296530233977
Other,-1,-0.9991139266103917,0.5002821709133962,False,2,64.29186420565608
Other,1,-3.1774731019475295,0.050191373284591466,False,4,85.58036148057802
Personality/Behavior,-1,-2.0987944951897624,0.054454447172998105,False,15,119.90909777292673
Personality/Behavior,1,-3.934990487166885,0.0001520973446139268,True,103,186.89974335063079
Residential area,-1,-0.8410468590526118,0.4082945040415157,False,26,44.767044844936535
Values,1,1.2062394895952313,0.23781883004445,False,29,9.11274826540285
