Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-2.126635569374014,0.05691098596849189,False,12,152.56851164888874
Culture/Tradition,1,-1.091051033993685,0.4722970433434975,False,2,340.10106098865316
Ethnic/Racial Prejudice,1,-2.801427591232364,0.014988707836939766,True,14,74.07154007068279
Ideology/Politics,-1,-1.8587321650664776,0.06976191897613408,False,45,45.90506239997642
Other,-1,-0.9948756453891381,0.5016353191228184,False,2,111.66171120461541
Other,1,-3.047952357297585,0.05551761144761096,False,4,126.58900791560572
Personality/Behavior,-1,-3.079608387331904,0.008784889531448303,True,14,123.67468944463774
Personality/Behavior,1,-5.849441543317274,6.248277301625947e-08,True,101,134.45510292489428
Residential area,-1,-2.028158291725891,0.05378281133537402,False,25,64.32585573098537
Values,1,-0.5246423792291545,0.6039611644807801,False,29,6.537842909331744
