Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-3.5048314345519387,0.000652164827434713,True,116,161.34046452490267
Ideology/Politics,1,-1.0969433692622142e+16,8.310584801632339e-33,True,3,71.9081828306624
Institutions,-1,-4.704717430647429,0.00020415251212928349,True,18,157.20472166797506
Occupation/Social Status,-1,-2.5479155888252945,0.014681360291322814,True,42,180.50360293807356
Occupation/Social Status,0,-3.2095376520169596,0.002453202742899854,True,46,351.8082297120862
Other,-1,-1.257479713037939,0.24022865361994403,False,10,387.72142413056304
Personality/Behavior,-1,-1.1253334133951096,0.3115463257382762,False,6,398.57812359704405
Personality/Behavior,0,-4.014856380929426,0.001278272868697624,True,15,149.74348101272602
Personality/Behavior,1,-2.7905841092334622,0.01756817318826399,True,12,455.52702258102175
Residential Area,-1,-2.90476918984786,0.00651247942976165,True,34,440.3861414165659
