Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Culture/Tradition,-1,-2.18754652291447,0.0511869159763063,False,12,107.7031538388677
Culture/Tradition,1,-1.1146955589056549,0.465505205673784,False,2,123.53577244228072
Ethnic/Racial Prejudice,1,-3.0749628175270347,0.008863786653428955,True,14,79.01400909073365
Ideology/Politics,-1,-2.479101777479067,0.016815387702776522,True,48,63.36893492521125
Other,-1,-0.9940802853960643,0.5018898919569974,False,2,38.91376500273352
Other,1,-3.0799002521128505,0.054140154797613985,False,4,47.69850987280271
Personality/Behavior,-1,-3.6507896551927796,0.0033217519904080632,True,13,48.11924410435991
Personality/Behavior,1,-5.154618076228506,1.232690126345872e-06,True,104,52.859607916383325
Residential area,-1,-1.6918635282746748,0.10262500212311129,False,27,54.63562807113276
Values,1,-1.7387153890822893,0.09307092355278145,False,29,76.56569131164235
