Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Ideology/Politics,-1,-2.273406626230085,0.024874452974737202,True,115,114.93387945609514
Ideology/Politics,1,-inf,0.0,True,3,111.65598211242103
Institutions,-1,-1.9299475262128094,0.07047211645205935,False,18,133.85782357894476
Occupation/Social Status,-1,-2.6905397975112786,0.010274147560795956,True,42,111.50278965723321
Occupation/Social Status,0,-2.381229677068591,0.02154665391948373,True,46,780.8758957894149
Other,-1,-1.1560228202106069,0.2774365261309873,False,10,57.41567645790961
Personality/Behavior,-1,-0.8237566776826045,0.4475744777532728,False,6,114.04517427500475
Personality/Behavior,0,-1.3002831565086348,0.21450320175961296,False,15,103.4266435222767
Personality/Behavior,1,-1.26850695185973,0.23080476362842345,False,12,227.4246407718886
Residential Area,-1,-2.19910148941825,0.035458373356453896,True,32,418.8673410318992
