Category,Type,t_statistic,p_value,statistically significant,count,delta_ratio
Appearance/Impression,-1,0.21621455924082134,0.8305750319303504,False,26,46.33930752686284
Athletic Ability,-1,-2.675608483163853,0.03174060237551744,True,8,30.80925474717492
Culture/Tradition,-1,-3.2934782379787593,0.001410447319923313,True,92,63.57506654259687
Drinking,-1,-1.5927568920134376,0.12104611062900567,False,33,36.264966382572915
Drinking,1,-1.373151015626774,0.19704731034997192,False,12,83.65276978808335
Ideology/Politics,-1,-1.7425611883873833,0.09322859770018802,False,27,33.22014648405742
Institutions,-1,-2.2147162758833043,0.029333245432512225,True,90,41.45361393553623
Personality/Behavior,-1,-1.1443425337027644,0.3709668312485669,False,3,39.953665795801044
Personality/Behavior,0,-2.231679625549893,0.03254331461796323,True,34,64.06648510410938
Personality/Behavior,1,-1.6206644228494504,0.3519540819794666,False,2,64.75488202730102
Residential area,-1,-3.3608178375508095,0.006354681534462289,True,12,48.17378751186296
